epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,3240.41,1.03501,0.92317,1.20289,0.85109,0.85031,0.8947,0.65492,0.96219,0.66658,1.11103,0.005842,0.005842,0.005842
44,3315.57,1.02817,0.91451,1.19983,0.85683,0.84655,0.89491,0.6553,0.95904,0.66272,1.10851,0.005743,0.005743,0.005743
45,3390.42,1.02511,0.90639,1.19694,0.85644,0.84818,0.89649,0.65723,0.95621,0.65539,1.10667,0.005644,0.005644,0.005644
46,3465.07,1.02739,0.90498,1.19914,0.86043,0.84724,0.89767,0.66111,0.95306,0.64983,1.10463,0.005545,0.005545,0.005545
47,3539.95,1.02114,0.89644,1.19463,0.85734,0.85089,0.89903,0.66247,0.95198,0.64597,1.10376,0.005446,0.005446,0.005446
48,3614.96,1.01943,0.89735,1.19291,0.85942,0.85225,0.89951,0.66397,0.94757,0.64322,1.10136,0.005347,0.005347,0.005347
49,3689.97,1.01428,0.8861,1.19016,0.86053,0.85762,0.90048,0.66552,0.9454,0.6423,1.10044,0.005248,0.005248,0.005248
50,3765.06,1.01582,0.88815,1.18845,0.85589,0.8597,0.90054,0.66622,0.94283,0.63903,1.09909,0.005149,0.005149,0.005149
51,3839.53,1.00504,0.87532,1.18185,0.85915,0.85921,0.90245,0.66844,0.93915,0.63652,1.09703,0.00505,0.00505,0.00505
52,3914.06,1.00293,0.87003,1.1797,0.85919,0.8591,0.9024,0.66881,0.93678,0.63478,1.09567,0.004951,0.004951,0.004951
53,3988.76,1.00016,0.8704,1.18332,0.85833,0.8598,0.90249,0.66983,0.93477,0.6327,1.09414,0.004852,0.004852,0.004852
54,4063.74,0.99282,0.85527,1.17646,0.86349,0.85802,0.90306,0.67,0.93232,0.63069,1.09299,0.004753,0.004753,0.004753
55,4138.65,0.99874,0.85944,1.17764,0.86185,0.85723,0.90339,0.67116,0.93025,0.62858,1.09144,0.004654,0.004654,0.004654
56,4213.17,0.98994,0.85514,1.17321,0.86167,0.85979,0.9034,0.67225,0.92842,0.62703,1.08999,0.004555,0.004555,0.004555
57,4287.95,0.98671,0.85477,1.17222,0.86199,0.85839,0.90276,0.67215,0.92746,0.62595,1.08879,0.004456,0.004456,0.004456
58,4363.17,0.98536,0.85356,1.16895,0.85904,0.86197,0.90409,0.67335,0.9258,0.62439,1.08783,0.004357,0.004357,0.004357
59,4437.95,0.97479,0.83722,1.1642,0.85971,0.86158,0.90459,0.67384,0.92493,0.62221,1.08718,0.004258,0.004258,0.004258
60,4512.69,0.97775,0.84094,1.16458,0.86271,0.8611,0.90496,0.67501,0.92402,0.6208,1.08649,0.004159,0.004159,0.004159
61,4587.18,0.97153,0.83532,1.16333,0.86374,0.85991,0.90527,0.67537,0.92295,0.61978,1.08576,0.00406,0.00406,0.00406
62,4661.66,0.9769,0.82816,1.16211,0.86323,0.8599,0.9056,0.67657,0.92186,0.61832,1.08501,0.003961,0.003961,0.003961
63,4737.01,0.96833,0.82572,1.16291,0.86398,0.8598,0.90571,0.67725,0.92071,0.61691,1.08398,0.003862,0.003862,0.003862
64,4811.65,0.96763,0.82127,1.16284,0.86535,0.85802,0.9055,0.67761,0.91987,0.61579,1.08346,0.003763,0.003763,0.003763
65,4886.3,0.95447,0.81069,1.15337,0.86472,0.86019,0.90569,0.67871,0.91922,0.61469,1.08289,0.003664,0.003664,0.003664
66,4961.37,0.95792,0.80659,1.15654,0.86394,0.86039,0.90591,0.67902,0.91828,0.61357,1.08228,0.003565,0.003565,0.003565
67,5036.09,0.95836,0.8114,1.1551,0.86716,0.85861,0.90601,0.6795,0.91731,0.61249,1.08162,0.003466,0.003466,0.003466
68,5111.52,0.94725,0.80008,1.14821,0.86845,0.85782,0.90628,0.67963,0.91671,0.61159,1.08108,0.003367,0.003367,0.003367
69,5186.41,0.94601,0.7946,1.14639,0.86664,0.85845,0.90632,0.68034,0.91569,0.61053,1.08016,0.003268,0.003268,0.003268
70,5261.27,0.94004,0.79171,1.14462,0.86384,0.86138,0.90668,0.68034,0.91524,0.60939,1.07976,0.003169,0.003169,0.003169
71,5336.14,0.94558,0.79319,1.14526,0.865,0.86098,0.90731,0.68103,0.91356,0.60821,1.07853,0.00307,0.00307,0.00307
72,5411.01,0.93794,0.79072,1.14192,0.86561,0.8594,0.9078,0.68237,0.91258,0.60692,1.07793,0.002971,0.002971,0.002971
73,5486.35,0.93535,0.77908,1.14024,0.86558,0.86019,0.908,0.68332,0.91117,0.60619,1.0769,0.002872,0.002872,0.002872
74,5561.32,0.92793,0.77688,1.13712,0.86409,0.86197,0.90772,0.68378,0.9102,0.60555,1.07608,0.002773,0.002773,0.002773
75,5636,0.92822,0.77334,1.13509,0.86526,0.86353,0.90878,0.68462,0.90886,0.60417,1.07527,0.002674,0.002674,0.002674
76,5710.86,0.91732,0.76048,1.13195,0.86512,0.86356,0.90842,0.68519,0.90763,0.60291,1.07446,0.002575,0.002575,0.002575
77,5785.72,0.91867,0.76039,1.13047,0.86472,0.86316,0.90852,0.68533,0.90654,0.6018,1.07364,0.002476,0.002476,0.002476
78,5860.79,0.91957,0.76105,1.12969,0.86562,0.86178,0.90912,0.68595,0.90548,0.60106,1.07274,0.002377,0.002377,0.002377
79,5935.64,0.9071,0.7477,1.1285,0.86449,0.86237,0.90845,0.6862,0.90424,0.60025,1.07175,0.002278,0.002278,0.002278
80,6010.18,0.90951,0.75462,1.12672,0.86561,0.86228,0.90911,0.68678,0.90304,0.59924,1.07098,0.002179,0.002179,0.002179
81,6085.07,0.90706,0.74388,1.12581,0.86546,0.86158,0.90908,0.68724,0.90197,0.59818,1.07028,0.00208,0.00208,0.00208
82,6160,0.89904,0.74072,1.12108,0.86532,0.86142,0.90952,0.6886,0.90077,0.59685,1.06938,0.001981,0.001981,0.001981
83,6235.01,0.89863,0.728,1.1198,0.86626,0.86217,0.91016,0.68924,0.89989,0.59559,1.0687,0.001882,0.001882,0.001882
84,6309.85,0.88919,0.7306,1.1175,0.86649,0.86257,0.91065,0.68972,0.89878,0.59479,1.06795,0.001783,0.001783,0.001783
85,6384.67,0.89033,0.73116,1.11767,0.86894,0.86272,0.91138,0.68999,0.89743,0.59355,1.06711,0.001684,0.001684,0.001684
86,6459.29,0.88527,0.72311,1.11415,0.86936,0.86296,0.9117,0.69046,0.89624,0.5925,1.06637,0.001585,0.001585,0.001585
87,6534.22,0.88232,0.71878,1.11361,0.87013,0.86217,0.9121,0.69112,0.89517,0.59155,1.0656,0.001486,0.001486,0.001486
88,6609.4,0.88508,0.72408,1.11352,0.871,0.86251,0.91238,0.69199,0.89399,0.59059,1.06475,0.001387,0.001387,0.001387
89,6684.12,0.87452,0.71274,1.10977,0.87213,0.86185,0.91235,0.69262,0.89256,0.58963,1.06388,0.001288,0.001288,0.001288
90,6759,0.87372,0.71088,1.10806,0.87243,0.86145,0.9127,0.69345,0.89187,0.58844,1.06338,0.001189,0.001189,0.001189
91,6869.88,0.79185,0.52839,1.05078,0.87261,0.86197,0.91312,0.69371,0.89065,0.58729,1.06252,0.00109,0.00109,0.00109
92,6944.71,0.77548,0.50966,1.04129,0.87263,0.86303,0.91373,0.69453,0.88953,0.58539,1.0616,0.000991,0.000991,0.000991
93,7019.28,0.76612,0.50216,1.03993,0.87381,0.86316,0.91397,0.69528,0.88804,0.58397,1.06051,0.000892,0.000892,0.000892
94,7093.63,0.76006,0.4974,1.03336,0.87506,0.86282,0.91421,0.69593,0.88667,0.58239,1.05958,0.000793,0.000793,0.000793
95,7168.06,0.74899,0.4889,1.02601,0.87734,0.86281,0.91471,0.69659,0.88506,0.58094,1.05849,0.000694,0.000694,0.000694
96,7243.31,0.74671,0.48525,1.02611,0.87655,0.86375,0.91527,0.69727,0.88364,0.58005,1.05764,0.000595,0.000595,0.000595
97,7318.14,0.74062,0.47676,1.0247,0.87771,0.86294,0.91516,0.69846,0.88229,0.57871,1.05685,0.000496,0.000496,0.000496
98,7392.59,0.73148,0.47145,1.02067,0.87832,0.86197,0.9156,0.69962,0.88106,0.57739,1.05615,0.000397,0.000397,0.000397
99,7466.74,0.72894,0.46843,1.0173,0.87855,0.86217,0.91563,0.70041,0.87961,0.57629,1.05526,0.000298,0.000298,0.000298
100,7541,0.72557,0.46571,1.01821,0.87986,0.86171,0.91603,0.70116,0.87827,0.57481,1.05453,0.000199,0.000199,0.000199
